rowname	Symbol	Name	EntrezGene.ID	Ensembl.Gene.ID	MGI.ID	Gene.group.name
HGNC:4222	GDF7	growth differentiation factor 7	151449	ENSG00000143869	MGI:95690	Transforming growth factor beta superfamily
HGNC:4224	GDF9	growth differentiation factor 9	2661	ENSG00000164404	MGI:95692	Transforming growth factor beta superfamily
HGNC:4215	GDF10	growth differentiation factor 10	2662	ENSG00000266524	MGI:95684	Transforming growth factor beta superfamily
HGNC:4216	GDF11	growth differentiation factor 11	10220	ENSG00000135414	MGI:1338027	Transforming growth factor beta superfamily
HGNC:30142	GDF15	growth differentiation factor 15	9518	ENSG00000130513	MGI:1346047	MicroRNA protein coding host genes|Transforming growth factor beta superfamily
HGNC:4226	GDI1	GDP dissociation inhibitor 1	2664	ENSG00000203879	MGI:99846	
HGNC:4227	GDI2	GDP dissociation inhibitor 2	2665	ENSG00000057608	MGI:99845	
HGNC:4228	GDI2P1	GDP dissociation inhibitor 2 pseudogene 1	2667	ENSG00000229165		
HGNC:37976	GDI2P2	GDP dissociation inhibitor 2 pseudogene 2	100420259	ENSG00000233994		
HGNC:4232	GDNF	glial cell derived neurotrophic factor	2668	ENSG00000168621	MGI:107430	GDNF family ligands
HGNC:43592	GDNF-AS1	GDNF antisense RNA 1	100861519	ENSG00000248587		Antisense RNAs
HGNC:20883	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	284161	ENSG00000153982	MGI:1913819	
HGNC:25974	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	54857	ENSG00000130055	MGI:1918834	
HGNC:28638	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	79153	ENSG00000102886	MGI:1915866	
HGNC:24849	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	220032	ENSG00000178795	MGI:3606573	
HGNC:28804	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	81544	ENSG00000158555	MGI:2686926	
HGNC:34360	GDPGP1	GDP-D-glucose phosphorylase 1	390637	ENSG00000183208	MGI:2443429	
HGNC:4234	GEM	GTP binding protein overexpressed in skeletal muscle	2669	ENSG00000164949	MGI:99844	RGK type GTPase family
HGNC:10884	GEMIN2	gem nuclear organelle associated protein 2	8487	ENSG00000092208	MGI:1913853	Gemins
HGNC:49561	GEMIN2P1	gem nuclear organelle associated protein 2 pseudogene 1	101929669	ENSG00000235015		
HGNC:49562	GEMIN2P2	gem nuclear organelle associated protein 2 pseudogene 2	100287063	ENSG00000235339		
HGNC:15717	GEMIN4	gem nuclear organelle associated protein 4	50628	ENSG00000179409	MGI:2449313	Gemins|Minor histocompatibility antigens
HGNC:20043	GEMIN5	gem nuclear organelle associated protein 5	25929	ENSG00000082516	MGI:2449311	WD repeat domain containing|Gemins
HGNC:20044	GEMIN6	gem nuclear organelle associated protein 6	79833	ENSG00000152147	MGI:1914492	Gemins
HGNC:20045	GEMIN7	gem nuclear organelle associated protein 7	79760	ENSG00000142252	MGI:1916981	Gemins
HGNC:53773	GEMIN7-AS1	GEMIN7 antisense RNA 1	105372419	ENSG00000267348		Antisense RNAs
HGNC:26044	GEMIN8	gem nuclear organelle associated protein 8	54960	ENSG00000046647	MGI:2384300	Gemins
HGNC:31818	GEMIN8P1	gem nuclear organelle associated protein 8 pseudogene 1	100128431			
HGNC:37977	GEMIN8P2	gem nuclear organelle associated protein 8 pseudogene 2	644600	ENSG00000260451		
HGNC:37978	GEMIN8P3	gem nuclear organelle associated protein 8 pseudogene 3	100421535	ENSG00000223772		
HGNC:37979	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4	492303	ENSG00000228175		
HGNC:26881	GEN1	GEN1 Holliday junction 5' flap endonuclease	348654	ENSG00000178295	MGI:2443149	
HGNC:12790	SH3BGR	guided entry of tail-anchored proteins factor 1	7485	ENSG00000182093	MGI:2136882	Guided entry of tail-anchored proteins complex subunits
HGNC:54635	SH3BGR	GET1-SH3BGR readthrough	106865373	ENSG00000285815		
HGNC:752	GET3	"guided entry of tail-anchored proteins factor 3, ATPase"	439	ENSG00000198356	MGI:1928379	GET4-GET5 transmembrane domain recognition complex subunits|Guided entry of tail-anchored proteins complex subunits
HGNC:21690	GET4	guided entry of tail-anchored proteins factor 4	51608	ENSG00000239857	MGI:1914854	BAG6 complex|GET4-GET5 transmembrane domain recognition complex subunits
HGNC:4235	GFAP	glial fibrillary acidic protein	2670	ENSG00000131095	MGI:95697	Intermediate filaments Type III
HGNC:4236	GFER	"growth factor, augmenter of liver regeneration"	2671	ENSG00000127554	MGI:107757	
HGNC:4237	GFI1	growth factor independent 1 transcriptional repressor	2672	ENSG00000162676	MGI:103170	SNAG transcriptional repressors|Zinc fingers C2H2-type
HGNC:4238	GFI1B	growth factor independent 1B transcriptional repressor	8328	ENSG00000165702	MGI:1276578	Zinc fingers C2H2-type|MicroRNA protein coding host genes|SNAG transcriptional repressors
HGNC:13780	GFM1	G elongation factor mitochondrial 1	85476	ENSG00000168827	MGI:107339	
HGNC:29682	GFM2	GTP dependent ribosome recycling factor mitochondrial 2	84340	ENSG00000164347	MGI:2444783	
HGNC:21096	GFOD1	glucose-fructose oxidoreductase domain containing 1	54438	ENSG00000145990	MGI:2145304	
HGNC:40956	GFOD1-AS1	GFOD1 antisense RNA 1	NA	ENSG00000237786		Antisense RNAs
HGNC:28159	GFOD2	glucose-fructose oxidoreductase domain containing 2	81577	ENSG00000141098	MGI:1917825	
HGNC:4241	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673	ENSG00000198380	MGI:95698	
HGNC:4242	GFPT2	glutamine-fructose-6-phosphate transaminase 2	9945	ENSG00000131459	MGI:1338883	
HGNC:4243	GFRA1	GDNF family receptor alpha 1	2674	ENSG00000151892	MGI:1100842	
HGNC:4244	GFRA2	GDNF family receptor alpha 2	2675	ENSG00000168546	MGI:1195462	
HGNC:4245	GFRA3	GDNF family receptor alpha 3	2676	ENSG00000146013	MGI:1201403	
HGNC:13821	GFRA4	GDNF family receptor alpha 4	64096	ENSG00000125861	MGI:1341873	
HGNC:32789	GFRAL	GDNF family receptor alpha like	389400	ENSG00000187871	MGI:3607786	
HGNC:44663	GFY	golgi associated olfactory signaling regulator	100507003	ENSG00000261949	MGI:2685427	
HGNC:17842	GGA1	"golgi associated, gamma adaptin ear containing, ARF binding protein 1"	26088	ENSG00000100083	MGI:2146207	"Golgi associated, gamma adaptin ear containing, ARF binding proteins"
HGNC:16064	GGA2	"golgi associated, gamma adaptin ear containing, ARF binding protein 2"	23062	ENSG00000103365	MGI:1921355	"Golgi associated, gamma adaptin ear containing, ARF binding proteins"
HGNC:17079	GGA3	"golgi associated, gamma adaptin ear containing, ARF binding protein 3"	23163	ENSG00000125447	MGI:2384159	"Golgi associated, gamma adaptin ear containing, ARF binding proteins"
HGNC:25100	GGACT	gamma-glutamylamine cyclotransferase	87769	ENSG00000134864	MGI:2385008	
HGNC:21705	GGCT	gamma-glutamylcyclotransferase	79017	ENSG00000006625	MGI:95700	
HGNC:54609	GGCTP1	GGCT pseudogene 1	100528061	ENSG00000251000		
HGNC:54610	GGCTP2	GGCT pseudogene 2	100529052	ENSG00000232943		
HGNC:54611	GGCTP3	GGCT pseudogene 3	100528063	ENSG00000225842		
HGNC:4247	GGCX	gamma-glutamyl carboxylase	2677	ENSG00000115486	MGI:1927655	
HGNC:4248	GGH	gamma-glutamyl hydrolase	8836	ENSG00000137563	MGI:1329035	
HGNC:18869	GGN	gametogenetin	199720	ENSG00000179168	MGI:2181461	
HGNC:19427	GGNBP1	gametogenetin binding protein 1 (pseudogene)	449520	ENSG00000204188	MGI:3055306	
HGNC:19357	GGNBP2	gametogenetin binding protein 2	79893	ENSG00000278311	MGI:2387356	
HGNC:4249	GGPS1	geranylgeranyl diphosphate synthase 1	9453	ENSG00000152904	MGI:1341724	
HGNC:4250	GGT1	gamma-glutamyltransferase 1	2678	ENSG00000100031	MGI:95706	CD molecules|Gamma-glutamyltransferases
HGNC:4251	GGT2	gamma-glutamyltransferase 2	728441	ENSG00000133475		Gamma-glutamyltransferases
HGNC:4252	GGT3P	gamma-glutamyltransferase 3 pseudogene	2679	ENSG00000197421		Gamma-glutamyltransferases
HGNC:33207	GGT4P	gamma-glutamyltransferase 4 pseudogene	643171	ENSG00000280208		Gamma-glutamyltransferases
HGNC:4260	GGT5	gamma-glutamyltransferase 5	2687	ENSG00000099998	MGI:1346063	Gamma-glutamyltransferases
HGNC:26891	GGT6	gamma-glutamyltransferase 6	124975	ENSG00000167741	MGI:1918772	Gamma-glutamyltransferases
HGNC:4259	GGT7	gamma-glutamyltransferase 7	2686	ENSG00000131067	MGI:1913385	Gamma-glutamyltransferases
HGNC:33438	GGT8P	gamma-glutamyltransferase 8 pseudogene	645367	ENSG00000236969		Gamma-glutamyltransferases
HGNC:4253	GGTA1P	"glycoprotein alpha-galactosyltransferase 1, pseudogene"	2681	ENSG00000204136	MGI:95704	
HGNC:4254	GGTA2P	"glycoprotein alpha-galactosyltransferase 2, pseudogene"	121328	ENSG00000237766		
HGNC:16437	GGTLC1	gamma-glutamyltransferase light chain 1	92086	ENSG00000149435		Gamma-glutamyltransferases
HGNC:18596	GGTLC2	gamma-glutamyltransferase light chain 2	91227	ENSG00000100121		Gamma-glutamyltransferases
HGNC:33426	GGTLC3	gamma-glutamyltransferase light chain family member 3	728226	ENSG00000274252		Gamma-glutamyltransferases
HGNC:33428	GGTLC4P	gamma-glutamyltransferase light chain 4 pseudogene	729838	ENSG00000230712		Gamma-glutamyltransferases
HGNC:33427	GGTLC5P	gamma-glutamyltransferase light chain 5 pseudogene	653590	ENSG00000276160		Gamma-glutamyltransferases
HGNC:4261	GH1	growth hormone 1	2688	ENSG00000259384	MGI:95707	Growth hormone family
HGNC:4262	GH1	growth hormone 2	2689	ENSG00000136487		Growth hormone family
HGNC:24438	GHDC	GH3 domain containing	84514		MGI:1931556	
HGNC:49425	GHET1	gastric carcinoma proliferation enhancing transcript 1	102723099	ENSG00000281189		Long non-coding RNAs with non-systematic symbols
HGNC:17281	GHITM	growth hormone inducible transmembrane protein	27069	ENSG00000165678	MGI:1913342	Transmembrane BAX inhibitor motif containing
HGNC:4263	GHR	growth hormone receptor	2690	ENSG00000112964	MGI:95708	Fibronectin type III domain containing
HGNC:4265	GHRH	growth hormone releasing hormone	2691	ENSG00000118702	MGI:95709	Neuropeptides
HGNC:4266	GHRHR	growth hormone releasing hormone receptor	2692	ENSG00000106128	MGI:95710	Glucagon receptor family
HGNC:18129	GHRL	ghrelin and obestatin prepropeptide	51738	ENSG00000157017	MGI:1930008	Neuropeptides
HGNC:33885	GHRLOS	ghrelin opposite strand/antisense RNA	100126793	ENSG00000240288		Long non-coding RNAs with non-systematic symbols
HGNC:4267	GHSR	growth hormone secretagogue receptor	2693	ENSG00000121853	MGI:2441906	Peptide receptors
HGNC:28453	GID4	GID complex subunit 4 homolog	79018	ENSG00000141034	MGI:1914021	
HGNC:15857	GID8	GID complex subunit 8 homolog	54994	ENSG00000101193	MGI:1923675	CTLH complex
HGNC:9126	GIGYF1	GRB10 interacting GYF protein 1	64599	ENSG00000146830	MGI:1888677	Armadillo-like helical domain containing
HGNC:11960	GIGYF2	GRB10 interacting GYF protein 2	26058	ENSG00000204120	MGI:2138584	Trinucleotide repeat containing
HGNC:52649	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression	100506844	ENSG00000257698		Long non-coding RNAs with non-systematic symbols
HGNC:23237	GIMAP1	"GTPase, IMAP family member 1"	170575	ENSG00000213203	MGI:109368	"GTPases, IMAP"
HGNC:51257	GIMAP1-GIMAP5	GIMAP1-GIMAP5 readthrough	100527949	ENSG00000281887		
HGNC:21789	GIMAP2	"GTPase, IMAP family member 2"	26157	ENSG00000106560		"GTPases, IMAP"
HGNC:30975	GIMAP3P	"GTPase, IMAP family member 3 pseudogene"	474345	ENSG00000177590		"GTPases, IMAP"
HGNC:21872	GIMAP4	"GTPase, IMAP family member 4"	55303	ENSG00000133574	MGI:1349656	"GTPases, IMAP"
HGNC:18005	GIMAP5	"GTPase, IMAP family member 5"	55340	ENSG00000196329	MGI:2442232	"GTPases, IMAP"
HGNC:21918	GIMAP6	"GTPase, IMAP family member 6"	474344	ENSG00000133561	MGI:1918876	"GTPases, IMAP"
HGNC:22404	GIMAP7	"GTPase, IMAP family member 7"	168537	ENSG00000179144	MGI:1349657	"GTPases, IMAP"
HGNC:21792	GIMAP8	"GTPase, IMAP family member 8"	155038	ENSG00000171115	MGI:2685303	"GTPases, IMAP"
HGNC:44141	GIMD1	GIMAP family P-loop NTPase domain containing 1	100507096	ENSG00000250298	MGI:3647547	
HGNC:25959	GIN1	gypsy retrotransposon integrase 1	54826	ENSG00000145723	MGI:2182036	
HGNC:21074	GINM1	glycoprotein integral membrane 1	116254	ENSG00000055211	MGI:2384905	
HGNC:28980	GINS1	GINS complex subunit 1	9837	ENSG00000101003	MGI:1916520	GINS complex
HGNC:24575	GINS2	GINS complex subunit 2	51659	ENSG00000131153	MGI:1921019	GINS complex
HGNC:25851	GINS3	GINS complex subunit 3	64785	ENSG00000181938	MGI:1926083	GINS complex
HGNC:28226	GINS4	GINS complex subunit 4	84296	ENSG00000147536	MGI:1923847	GINS complex
HGNC:4270	GIP	gastric inhibitory polypeptide	2695	ENSG00000159224	MGI:107504	Neuropeptides
HGNC:1226	GIPC1	GIPC PDZ domain containing family member 1	10755	ENSG00000123159	MGI:1926252	PDZ domain containing
HGNC:18177	GIPC2	GIPC PDZ domain containing family member 2	54810	ENSG00000137960	MGI:1889209	PDZ domain containing
HGNC:18183	GIPC3	GIPC PDZ domain containing family member 3	126326	ENSG00000179855	MGI:2387006	PDZ domain containing
HGNC:4271	GIPR	gastric inhibitory polypeptide receptor	2696	ENSG00000010310	MGI:1352753	Glucagon receptor family|MicroRNA protein coding host genes
HGNC:4272	GIT1	GIT ArfGAP 1	28964	ENSG00000108262	MGI:1927140	Ankyrin repeat domain containing|ArfGAPs
HGNC:4273	GIT2	GIT ArfGAP 2	9815	ENSG00000139436	MGI:1347053	ArfGAPs|Ankyrin repeat domain containing
HGNC:4274	GJA1	gap junction protein alpha 1	2697	ENSG00000152661	MGI:95713	Gap junction proteins
HGNC:4275	GJA1P1	gap junction protein alpha 1 pseudogene 1	2698	ENSG00000176857		
HGNC:4277	GJA3	gap junction protein alpha 3	2700	ENSG00000121743	MGI:95714	Gap junction proteins
HGNC:4278	GJA4	gap junction protein alpha 4	2701	ENSG00000187513	MGI:95715	Gap junction proteins
HGNC:4279	GJA5	gap junction protein alpha 5	2702	ENSG00000265107	MGI:95716	Gap junction proteins
HGNC:32542	GJA6P	"gap junction protein alpha 6, pseudogene"	100126825	ENSG00000236187	MGI:95717	Gap junction proteins
HGNC:4281	GJA8	gap junction protein alpha 8	2703	ENSG00000121634	MGI:99953	Gap junction proteins
HGNC:19155	GJA9	gap junction protein alpha 9	81025	ENSG00000131233		Gap junction proteins
HGNC:16995	GJA10	gap junction protein alpha 10	84694	ENSG00000135355	MGI:1339969	Gap junction proteins
HGNC:4283	GJB1	gap junction protein beta 1	2705	ENSG00000169562	MGI:95719	Gap junction proteins
HGNC:4284	GJB2	gap junction protein beta 2	2706	ENSG00000165474	MGI:95720	Gap junction proteins
HGNC:4285	GJB3	gap junction protein beta 3	2707	ENSG00000188910	MGI:95721	Gap junction proteins
HGNC:4286	GJB4	gap junction protein beta 4	127534	ENSG00000189433	MGI:95722	Gap junction proteins
HGNC:4287	GJB5	gap junction protein beta 5	2709	ENSG00000189280	MGI:95723	Gap junction proteins
HGNC:4288	GJB6	gap junction protein beta 6	10804	ENSG00000121742	MGI:107588	Gap junction proteins
HGNC:16690	GJB7	gap junction protein beta 7	375519	ENSG00000164411		Gap junction proteins
HGNC:4280	GJC1	gap junction protein gamma 1	10052	ENSG00000182963	MGI:95718	Gap junction proteins
HGNC:17494	GJC2	gap junction protein gamma 2	57165	ENSG00000198835	MGI:2153060	Gap junction proteins
HGNC:17495	GJC3	gap junction protein gamma 3	349149	ENSG00000176402	MGI:2153041	Gap junction proteins
HGNC:19154	GJD2	gap junction protein delta 2	57369	ENSG00000159248	MGI:1334209	Gap junction proteins
HGNC:19147	GJD3	gap junction protein delta 3	125111	ENSG00000183153	MGI:2384150	Gap junction proteins
HGNC:23296	GJD4	gap junction protein delta 4	219770	ENSG00000177291	MGI:2444990	Gap junction proteins
HGNC:33251	GJE1	gap junction protein epsilon 1	100126572	ENSG00000203733	MGI:1923993	Gap junction proteins
HGNC:4289	GK	glycerol kinase	2710	ENSG00000198814	MGI:106594	Glycerol kinases
HGNC:40255	GK-AS1	GK antisense RNA 1	NA	ENSG00000243055		Antisense RNAs
HGNC:41339	GK-IT1	GK intronic transcript 1	NA	ENSG00000229331		Intronic transcripts
HGNC:4291	GK2	glycerol kinase 2	2712	ENSG00000196475	MGI:1329027	Glycerol kinases
HGNC:4292	GK3P	glycerol kinase 3 pseudogene	2713	ENSG00000229894		Glycerol kinases
HGNC:4295	GK4P	glycerol kinase 4 pseudogene	2716			Glycerol kinases
HGNC:28635	GK5	glycerol kinase 5	256356	ENSG00000175066	MGI:2443336	Glycerol kinases
HGNC:23263	GK6P	glycerol kinase 6 pseudogene	201989			Glycerol kinases
HGNC:17496	GKAP1	G kinase anchoring protein 1	80318	ENSG00000165113	MGI:1891694	
HGNC:23217	GKN1	gastrokine 1	56287	ENSG00000169605	MGI:1913533	BRICHOS domain containing
HGNC:24588	GKN2	gastrokine 2	200504	ENSG00000183607	MGI:1913534	BRICHOS domain containing
HGNC:37701	GKN3	"gastrokine 3, pseudogene"	100132413	ENSG00000283586	MGI:1916138	
HGNC:4296	GLA	galactosidase alpha	2717	ENSG00000102393	MGI:1347344	Galactosidases alpha
HGNC:4298	GLB1	galactosidase beta 1	2720	ENSG00000170266	MGI:88151	Galactosidases beta
HGNC:28129	GLB1L	galactosidase beta 1 like	79411	ENSG00000163521	MGI:1921827	Galactosidases beta
HGNC:25129	GLB1L2	galactosidase beta 1 like 2	89944	ENSG00000149328	MGI:2388283	Galactosidases beta
HGNC:25147	GLB1L3	galactosidase beta 1 like 3	112937	ENSG00000166105	MGI:1918143	Galactosidases beta
HGNC:18713	GLCCI1	glucocorticoid induced 1	113263	ENSG00000106415	MGI:2179717	
HGNC:40852	GLCCI1-DT	GLCCI1 divergent transcript	100505921	ENSG00000233108		Divergent transcripts
HGNC:17855	GLCE	glucuronic acid epimerase	26035		MGI:2136405	
HGNC:4313	GLDC	glycine decarboxylase	2731	ENSG00000178445	MGI:1341155	
HGNC:4314	GLDCP1	glycine decarboxylase pseudogene 1	2732	ENSG00000248590		
HGNC:29514	GLDN	gliomedin	342035	ENSG00000186417	MGI:2388361	
HGNC:4315	GLE1	GLE1 RNA export mediator	2733	ENSG00000119392	MGI:1921662	Nucleoporins
HGNC:4316	GLG1	golgi glycoprotein 1	2734	ENSG00000090863	MGI:104967	
HGNC:4317	GLI1	GLI family zinc finger 1	2735	ENSG00000111087	MGI:95727	Zinc fingers C2H2-type
HGNC:4318	GLI2	GLI family zinc finger 2	2736	ENSG00000074047	MGI:95728	Zinc fingers C2H2-type
HGNC:4319	GLI3	GLI family zinc finger 3	2737	ENSG00000106571	MGI:95729	Zinc fingers C2H2-type
HGNC:4320	GLI4	GLI family zinc finger 4	2738	ENSG00000250571		Zinc fingers C2H2-type
HGNC:48823	GLIDR	glioblastoma down-regulated RNA	389741	ENSG00000278175		Long non-coding RNAs with non-systematic symbols
HGNC:17001	GLIPR1	GLI pathogenesis related 1	11010	ENSG00000139278	MGI:1920940	GLIPR family 
HGNC:28392	GLIPR1L1	GLIPR1 like 1	256710	ENSG00000173401	"MGI:1916536, MGI:3620621"	GLIPR family 
HGNC:28592	GLIPR1L2	GLIPR1 like 2	144321	ENSG00000180481	MGI:1914787	GLIPR family 
HGNC:18007	GLIPR2	GLI pathogenesis related 2	152007	ENSG00000122694	MGI:1917770	CAP superfamily
HGNC:29525	GLIS1	GLIS family zinc finger 1	148979	ENSG00000174332	MGI:2386723	Zinc fingers C2H2-type
HGNC:29450	GLIS2	GLIS family zinc finger 2	84662	ENSG00000126603	MGI:1932535	Zinc fingers C2H2-type
HGNC:51381	GLIS2-AS1	GLIS2 antisense RNA 1	101926896	ENSG00000262686		Antisense RNAs
HGNC:28510	GLIS3	GLIS family zinc finger 3	169792	ENSG00000107249	MGI:2444289	Zinc fingers C2H2-type
HGNC:28260	GLIS3-AS1	GLIS3 antisense RNA 1	84850	ENSG00000237009		Antisense RNAs
HGNC:14373	GLMN	"glomulin, FKBP associated protein"	11146	ENSG00000174842	MGI:2141180	
HGNC:29436	GLMP	glycosylated lysosomal membrane protein	112770	ENSG00000198715	MGI:1913318	
HGNC:4323	GLO1	glyoxalase I	2739	ENSG00000124767	MGI:95742	
HGNC:14111	GLOD4	glyoxalase domain containing 4	51031	ENSG00000167699	MGI:1914451	
HGNC:33358	GLOD5	glyoxalase domain containing 5	392465	ENSG00000171433	MGI:1917074	
HGNC:4324	GLP1R	glucagon like peptide 1 receptor	2740	ENSG00000112164	MGI:99571	Glucagon receptor family
HGNC:4325	GLP2R	glucagon like peptide 2 receptor	9340	ENSG00000065325	MGI:2136733	Glucagon receptor family
HGNC:4326	GLRA1	glycine receptor alpha 1	2741	ENSG00000145888	MGI:95747	Glycine receptors
HGNC:4327	GLRA2	glycine receptor alpha 2	2742	ENSG00000101958	MGI:95748	Glycine receptors
HGNC:4328	GLRA3	glycine receptor alpha 3	8001	ENSG00000145451	MGI:95749	Glycine receptors
HGNC:31715	GLRA4	glycine receptor alpha 4 (pseudogene)	441509	ENSG00000188828	MGI:95750	Glycine receptors
HGNC:4329	GLRB	glycine receptor beta	2743	ENSG00000109738	MGI:95751	Glycine receptors
HGNC:4330	GLRX	glutaredoxin	2745	ENSG00000173221	MGI:2135625	Glutaredoxin domain containing
HGNC:16065	GLRX2	glutaredoxin 2	51022	ENSG00000023572	MGI:1916617	Glutaredoxin domain containing
HGNC:15987	GLRX3	glutaredoxin 3	10539	ENSG00000108010	MGI:1353653	Glutaredoxin domain containing
HGNC:49787	GLRX3P1	glutaredoxin 3 pseudogene 1	100418908			
HGNC:49788	GLRX3P2	glutaredoxin 3 pseudogene 2	728344	ENSG00000216657		
HGNC:20134	GLRX5	glutaredoxin 5	51218	ENSG00000182512	MGI:1920296	Glutaredoxin domain containing|Mitochondrial iron-sulfur assembly components
HGNC:16544	GLRXP1	glutaredoxin pseudogene 1	170522	ENSG00000228234		
HGNC:18376	GLRXP2	glutaredoxin pseudogene 2	171418	ENSG00000258544		
HGNC:34049	GLRXP3	glutaredoxin pseudogene 3	100132510	ENSG00000118990		
HGNC:4331	GLS	glutaminase	2744	ENSG00000115419	MGI:95752	Ankyrin repeat domain containing
HGNC:29570	GLS2	glutaminase 2	27165	ENSG00000135423	MGI:2143539	Ankyrin repeat domain containing
HGNC:26483	GLT1D1	glycosyltransferase 1 domain containing 1	144423	ENSG00000151948	MGI:2442755	Glycosyl transferases group 1 domain containing
HGNC:23671	GLT6D1	glycosyltransferase 6 domain containing 1	360203	ENSG00000204007	MGI:1918353	Glycosyltransferase family 6
HGNC:24870	GLT8D1	glycosyltransferase 8 domain containing 1	55830	ENSG00000016864	MGI:1923735	Glycosyltransferase family 8
HGNC:24890	GLT8D2	glycosyltransferase 8 domain containing 2	83468	ENSG00000120820	MGI:1922032	Glycosyltransferase family 8
HGNC:24867	GLTP	glycolipid transfer protein	51228	ENSG00000139433	MGI:1929253	
HGNC:33756	GLTPD2	glycolipid transfer protein domain containing 2	388323		MGI:2444527	
HGNC:33991	GLTPP1	glycolipid transfer protein pseudogene 1	645312	ENSG00000255138		
HGNC:4335	GLUD1	glutamate dehydrogenase 1	2746	ENSG00000148672	MGI:95753	
HGNC:4337	GLUD1P2	glutamate dehydrogenase 1 pseudogene 2	414212	ENSG00000265366		
HGNC:4338	GLUD1P3	glutamate dehydrogenase 1 pseudogene 3	2749	ENSG00000250959		
HGNC:4339	GLUD1P4	glutamate dehydrogenase 1 pseudogene 4	2750	ENSG00000267486		
HGNC:4340	GLUD1P5	glutamate dehydrogenase 1 pseudogene 5	2751			
HGNC:23610	GLUD1P6	glutamate dehydrogenase 1 pseudogene 6	414213			
HGNC:37696	GLUD1P9	glutamate dehydrogenase 1 pseudogene 9	100131281	ENSG00000234349		
HGNC:4336	GLUD1	glutamate dehydrogenase 2	2747	ENSG00000182890		
HGNC:4341	GLUL	glutamate-ammonia ligase	2752	ENSG00000135821	MGI:95739	
HGNC:4342	GLULP1	glutamate-ammonia ligase pseudogene 1	2753			
HGNC:4343	GLULP2	glutamate-ammonia ligase pseudogene 2	2754			
HGNC:4344	GLULP3	glutamate-ammonia ligase pseudogene 3	401708	ENSG00000254572		
HGNC:4345	GLULP4	glutamate-ammonia ligase pseudogene 4	392305	ENSG00000178723		
HGNC:37989	GLULP5	glutamate-ammonia ligase pseudogene 5	100421694	ENSG00000257915		
HGNC:37990	GLULP6	glutamate-ammonia ligase pseudogene 6	343981	ENSG00000215043		
HGNC:13734	GLYAT	glycine-N-acyltransferase	10249	ENSG00000149124	MGI:2147502	
HGNC:30519	GLYATL1	glycine-N-acyltransferase like 1	92292	ENSG00000166840		
HGNC:37865	GLYATL1B	glycine-N-acyltransferase like 1B	100287520	ENSG00000255151		
HGNC:37866	GLYATL1P1	glycine-N-acyltransferase like 1 pseudogene 1	100129032	ENSG00000255189		
HGNC:37863	GLYATL1P2	glycine-N-acyltransferase like 1 pseudogene 2	100129933	ENSG00000254717		
HGNC:37864	GLYATL1P4	glycine-N-acyltransferase like 1 pseudogene 4	643637	ENSG00000254399		
HGNC:24178	GLYATL2	glycine-N-acyltransferase like 2	219970	ENSG00000156689		
HGNC:21349	GLYATL3	glycine-N-acyltransferase like 3	389396	ENSG00000203972	MGI:3647683	
HGNC:18023	GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)	644076	ENSG00000257780	MGI:95759	
HGNC:24247	GLYCTK	glycerate kinase	132158	ENSG00000168237	MGI:2444085	
HGNC:41043	GLYCTK-AS1	GLYCTK antisense RNA 1	NA	ENSG00000242797		Antisense RNAs
HGNC:24434	GLYR1	glyoxylate reductase 1 homolog	84656	ENSG00000140632	MGI:1921272	PWWP domain containing
HGNC:4367	GM2A	GM2 ganglioside activator	2760	ENSG00000196743	MGI:95762	
HGNC:4368	GM2AP1	GM2 ganglioside activator pseudogene 1	2761	ENSG00000241695		
HGNC:38002	GM2AP2	GM2 ganglioside activator pseudogene 2	100287900	ENSG00000239428		
HGNC:23843	GMCL1	"germ cell-less 1, spermatogenesis associated"	64395	ENSG00000087338	MGI:1345156	BTB domain containing
HGNC:42863	GMCL1P2	GMCL1 pseudogene 2	100420975	ENSG00000271070		
HGNC:19717	GMCL2	"germ cell-less 2, spermatogenesis associated"	64396	ENSG00000244234		
HGNC:4369	GMDS	"GDP-mannose 4,6-dehydratase"	2762	ENSG00000112699	MGI:1891112	Short chain dehydrogenase/reductase superfamily
HGNC:48993	GMDS-DT	GMDS divergent transcript	100508120	ENSG00000250903		Divergent transcripts
HGNC:4370	GMEB1	glucocorticoid modulatory element binding protein 1	10691	ENSG00000162419	MGI:2135604	
HGNC:4371	GMEB2	glucocorticoid modulatory element binding protein 2	26205	ENSG00000101216	MGI:2652836	
HGNC:4373	GMFB	glia maturation factor beta	2764	ENSG00000197045	MGI:1927133	
HGNC:38654	GMFBP1	glia maturation factor beta pseudogene 1	100499251	ENSG00000243495		
HGNC:4374	GMFG	glia maturation factor gamma	9535	ENSG00000130755	MGI:1927135	
HGNC:24852	GMIP	GEM interacting protein	51291		MGI:1926066	AH/BAR family Rho GTPase activating proteins
